"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Caleres","881","54","[{""revenues"":""2777.6"",""revenuePercentChange"":""31.2""}]","[{""profits"":""137.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""1843.9"",""marketValue"":""727.5"",""employeeCount"":""7200""}]"
"FTI Consulting","882","-30","[{""revenues"":""2776.2"",""revenuePercentChange"":""12.8""}]","[{""profits"":""235.0"",""profitPercentChange"":""11.5""}]","[{""assets"":""3100.9"",""marketValue"":""5400.1"",""employeeCount"":""6780""}]"
"Overstock.com","883","-56","[{""revenues"":""2773.8"",""revenuePercentChange"":""8.8""}]","[{""profits"":""389.4"",""profitPercentChange"":""595.3""}]","[{""assets"":""1066.0"",""marketValue"":""1897.8"",""employeeCount"":""1350""}]"
"Visteon","884","-56","[{""revenues"":""2773.0"",""revenuePercentChange"":""8.8""}]","[{""profits"":""41.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""2234.0"",""marketValue"":""3056.1"",""employeeCount"":""10000""}]"
"G-III Apparel Group","885","64","[{""revenues"":""2766.5"",""revenuePercentChange"":""34.6""}]","[{""profits"":""200.6"",""profitPercentChange"":""752.0""}]","[{""assets"":""2742.5"",""marketValue"":""1296.1"",""employeeCount"":""3250""}]"
"ITT","886","-37","[{""revenues"":""2765.0"",""revenuePercentChange"":""11.6""}]","[{""profits"":""316.3"",""profitPercentChange"":""336.3""}]","[{""assets"":""3565.4"",""marketValue"":""6415.4"",""employeeCount"":""9900""}]"
"IDEX","887","-6","[{""revenues"":""2764.8"",""revenuePercentChange"":""17.6""}]","[{""profits"":""449.4"",""profitPercentChange"":""19.0""}]","[{""assets"":""4917.2"",""marketValue"":""14591.6"",""employeeCount"":""7536""}]"
"Popular","888","-73","[{""revenues"":""2764.8"",""revenuePercentChange"":""6.2""}]","[{""profits"":""934.9"",""profitPercentChange"":""84.5""}]","[{""assets"":""75097.9"",""marketValue"":""6252.3"",""employeeCount"":""8351""}]"
"Roku","889","0","[{""revenues"":""2764.6"",""revenuePercentChange"":""55.5""}]","[{""profits"":""242.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""4082.1"",""marketValue"":""16949.3"",""employeeCount"":""3000""}]"
"Schnitzer Steel Industries","890","0","[{""revenues"":""2758.6"",""revenuePercentChange"":""61.1""}]","[{""profits"":""165.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""1494.4"",""marketValue"":""1445.2"",""employeeCount"":""3167""}]"
"Brookdale Senior Living","891","-226","[{""revenues"":""2758.3"",""revenuePercentChange"":""-22.1""}]","[{""profits"":""-99.3"",""profitPercentChange"":""-221.1""}]","[{""assets"":""6410.5"",""marketValue"":""1308.3"",""employeeCount"":""28545""}]"
"Werner Enterprises","892","-21","[{""revenues"":""2734.4"",""revenuePercentChange"":""15.3""}]","[{""profits"":""259.1"",""profitPercentChange"":""53.2""}]","[{""assets"":""2603.7"",""marketValue"":""2697.9"",""employeeCount"":""13525""}]"
"Americold Realty Trust","893","64","[{""revenues"":""2714.8"",""revenuePercentChange"":""36.6""}]","[{""profits"":""-30.5"",""profitPercentChange"":""-224.1""}]","[{""assets"":""8216.2"",""marketValue"":""7489.8"",""employeeCount"":""16275""}]"
"SkyWest","894","36","[{""revenues"":""2713.5"",""revenuePercentChange"":""27.6""}]","[{""profits"":""111.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""7125.9"",""marketValue"":""1457.6"",""employeeCount"":""15205""}]"
"Primerica","895","14","[{""revenues"":""2709.7"",""revenuePercentChange"":""22.2""}]","[{""profits"":""373.4"",""profitPercentChange"":""-3.3""}]","[{""assets"":""16123.2"",""marketValue"":""5326.8"",""employeeCount"":""3170""}]"
"McAfee","896","-132","[{""revenues"":""2701.0"",""revenuePercentChange"":""-7.1""}]","[{""profits"":""849.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""3422.0"",""marketValue"":""0.0"",""employeeCount"":""2262""}]"
"Nu Skin Enterprises","897","-77","[{""revenues"":""2695.7"",""revenuePercentChange"":""4.4""}]","[{""profits"":""147.3"",""profitPercentChange"":""-23.0""}]","[{""assets"":""1906.5"",""marketValue"":""2385.6"",""employeeCount"":""19600""}]"
"Copart","898","12","[{""revenues"":""2692.5"",""revenuePercentChange"":""22.1""}]","[{""profits"":""936.5"",""profitPercentChange"":""33.8""}]","[{""assets"":""4562.1"",""marketValue"":""29798.8"",""employeeCount"":""8600""}]"
"PROG Holdings","899","-53","[{""revenues"":""2677.9"",""revenuePercentChange"":""7.8""}]","[{""profits"":""243.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""1621.8"",""marketValue"":""1586.9"",""employeeCount"":""2023""}]"
"Splunk","900","8","[{""revenues"":""2673.7"",""revenuePercentChange"":""19.9""}]","[{""profits"":""-1339.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""5790.9"",""marketValue"":""23881.6"",""employeeCount"":""7000""}]"
"MRC Global","901","-75","[{""revenues"":""2666.0"",""revenuePercentChange"":""4.1""}]","[{""profits"":""-14.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""1671.0"",""marketValue"":""995.2"",""employeeCount"":""2600""}]"
"Stericycle","902","-96","[{""revenues"":""2646.9"",""revenuePercentChange"":""-1.1""}]","[{""profits"":""-27.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""5473.1"",""marketValue"":""5415.5"",""employeeCount"":""15465""}]"
"Maxim Integrated Products","903","9","[{""revenues"":""2632.5"",""revenuePercentChange"":""20.1""}]","[{""profits"":""827.3"",""profitPercentChange"":""26.4""}]","[{""assets"":""4523.1"",""marketValue"":""0.0"",""employeeCount"":""7100""}]"
"Ensign Group","904","-45","[{""revenues"":""2627.5"",""revenuePercentChange"":""9.4""}]","[{""profits"":""194.7"",""profitPercentChange"":""14.2""}]","[{""assets"":""2850.6"",""marketValue"":""4958.3"",""employeeCount"":""25900""}]"
"SM Energy","905","0","[{""revenues"":""2622.9"",""revenuePercentChange"":""132.8""}]","[{""profits"":""36.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""5234.0"",""marketValue"":""4746.5"",""employeeCount"":""506""}]"
"Kaiser Aluminum","906","0","[{""revenues"":""2622.0"",""revenuePercentChange"":""123.6""}]","[{""profits"":""-18.5"",""profitPercentChange"":""-164.2""}]","[{""assets"":""2422.4"",""marketValue"":""1493.9"",""employeeCount"":""3957""}]"
"Federated Mutual Insurance","907","-10","[{""revenues"":""2612.2"",""revenuePercentChange"":""14.1""}]","[{""profits"":""320.1"",""profitPercentChange"":""61.5""}]","[{""assets"":""10537.4"",""marketValue"":""0.0"",""employeeCount"":""2702""}]"
"F5","908","-26","[{""revenues"":""2603.4"",""revenuePercentChange"":""10.7""}]","[{""profits"":""331.2"",""profitPercentChange"":""7.7""}]","[{""assets"":""4997.3"",""marketValue"":""12691.2"",""employeeCount"":""6429""}]"
"Steelcase","909","-264","[{""revenues"":""2596.2"",""revenuePercentChange"":""-30.3""}]","[{""profits"":""26.1"",""profitPercentChange"":""-86.9""}]","[{""assets"":""2354.0"",""marketValue"":""1339.5"",""employeeCount"":""11400""}]"
"Encore Wire","910","0","[{""revenues"":""2592.7"",""revenuePercentChange"":""103.0""}]","[{""profits"":""541.4"",""profitPercentChange"":""611.8""}]","[{""assets"":""1530.5"",""marketValue"":""2250.3"",""employeeCount"":""1440""}]"
"Guess","911","79","[{""revenues"":""2591.6"",""revenuePercentChange"":""38.1""}]","[{""profits"":""171.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""2555.6"",""marketValue"":""1305.5"",""employeeCount"":""12500""}]"
"Playtika Holding","912","-40","[{""revenues"":""2583.0"",""revenuePercentChange"":""8.9""}]","[{""profits"":""308.5"",""profitPercentChange"":""235.0""}]","[{""assets"":""2803.3"",""marketValue"":""7965.8"",""employeeCount"":""4000""}]"
"Pinterest","913","0","[{""revenues"":""2578.0"",""revenuePercentChange"":""52.3""}]","[{""profits"":""316.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""3537.2"",""marketValue"":""16196.9"",""employeeCount"":""3225""}]"
"WeWork","914","0","[{""revenues"":""2570.1"",""revenuePercentChange"":""-24.8""}]","[{""profits"":""-4439.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""21756.2"",""marketValue"":""4937.4"",""employeeCount"":""4400""}]"
"ManTech International","915","-80","[{""revenues"":""2554.0"",""revenuePercentChange"":""1.4""}]","[{""profits"":""137.0"",""profitPercentChange"":""13.7""}]","[{""assets"":""2639.6"",""marketValue"":""3517.6"",""employeeCount"":""9800""}]"
"BrightView Holdings","916","-32","[{""revenues"":""2553.6"",""revenuePercentChange"":""8.8""}]","[{""profits"":""46.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""3237.6"",""marketValue"":""1351.5"",""employeeCount"":""20150""}]"
"NortonLifeLock","917","-286","[{""revenues"":""2552.0"",""revenuePercentChange"":""-33.9""}]","[{""profits"":""554.0"",""profitPercentChange"":""-85.7""}]","[{""assets"":""6361.0"",""marketValue"":""15441.9"",""employeeCount"":""2800""}]"
"Deckers Outdoor","918","11","[{""revenues"":""2545.6"",""revenuePercentChange"":""19.4""}]","[{""profits"":""382.6"",""profitPercentChange"":""38.5""}]","[{""assets"":""2167.7"",""marketValue"":""7457.8"",""employeeCount"":""3400""}]"
"Griffon","919","-61","[{""revenues"":""2541.7"",""revenuePercentChange"":""5.6""}]","[{""profits"":""79.2"",""profitPercentChange"":""48.3""}]","[{""assets"":""2604.7"",""marketValue"":""1127.8"",""employeeCount"":""6700""}]"
"AMC Entertainment Holdings","920","0","[{""revenues"":""2527.9"",""revenuePercentChange"":""103.5""}]","[{""profits"":""-1269.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""10821.5"",""marketValue"":""12733.4"",""employeeCount"":""17122""}]"
"Curtiss-Wright","921","-58","[{""revenues"":""2505.9"",""revenuePercentChange"":""4.8""}]","[{""profits"":""267.2"",""profitPercentChange"":""32.7""}]","[{""assets"":""4103.5"",""marketValue"":""5771.0"",""employeeCount"":""7800""}]"
"MYR Group","922","-16","[{""revenues"":""2498.3"",""revenuePercentChange"":""11.2""}]","[{""profits"":""85.0"",""profitPercentChange"":""44.7""}]","[{""assets"":""1121.1"",""marketValue"":""1594.5"",""employeeCount"":""7600""}]"
"Kontoor Brands","923","0","[{""revenues"":""2475.9"",""revenuePercentChange"":""0.0""}]","[{""profits"":""195.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""1533.0"",""marketValue"":""2325.3"",""employeeCount"":""14000""}]"
"Liberty Energy","924","0","[{""revenues"":""2470.8"",""revenuePercentChange"":""155.8""}]","[{""profits"":""-179.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""2040.7"",""marketValue"":""2757.9"",""employeeCount"":""3601""}]"
"Knights of Columbus","925","-47","[{""revenues"":""2467.5"",""revenuePercentChange"":""4.9""}]","[{""profits"":""130.3"",""profitPercentChange"":""37.2""}]","[{""assets"":""28838.4"",""marketValue"":""0.0"",""employeeCount"":""749""}]"
"AdaptHealth","926","0","[{""revenues"":""2465.1"",""revenuePercentChange"":""133.4""}]","[{""profits"":""156.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""5250.5"",""marketValue"":""2146.6"",""employeeCount"":""10700""}]"
"MillerKnoll","927","-84","[{""revenues"":""2465.1"",""revenuePercentChange"":""-0.9""}]","[{""profits"":""173.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""2061.9"",""marketValue"":""2617.7"",""employeeCount"":""7600""}]"
"Equity Residential","928","-104","[{""revenues"":""2464.0"",""revenuePercentChange"":""-4.2""}]","[{""profits"":""1332.9"",""profitPercentChange"":""45.9""}]","[{""assets"":""21169.2"",""marketValue"":""33802.5"",""employeeCount"":""2400""}]"
"DexCom","929","47","[{""revenues"":""2448.5"",""revenuePercentChange"":""27.1""}]","[{""profits"":""154.7"",""profitPercentChange"":""-68.7""}]","[{""assets"":""4863.6"",""marketValue"":""49824.5"",""employeeCount"":""6650""}]"
"Rollins","930","-9","[{""revenues"":""2424.3"",""revenuePercentChange"":""12.2""}]","[{""profits"":""350.7"",""profitPercentChange"":""34.5""}]","[{""assets"":""1980.9"",""marketValue"":""17260.7"",""employeeCount"":""16482""}]"
"Genesco","931","0","[{""revenues"":""2422.1"",""revenuePercentChange"":""35.6""}]","[{""profits"":""114.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""1562.1"",""marketValue"":""868.7"",""employeeCount"":""11700""}]"
"Bruker","932","26","[{""revenues"":""2417.9"",""revenuePercentChange"":""21.7""}]","[{""profits"":""277.1"",""profitPercentChange"":""75.6""}]","[{""assets"":""3650.0"",""marketValue"":""9694.7"",""employeeCount"":""7765""}]"
"Joann","933","-142","[{""revenues"":""2417.6"",""revenuePercentChange"":""-12.5""}]","[{""profits"":""56.7"",""profitPercentChange"":""-73.3""}]","[{""assets"":""2362.2"",""marketValue"":""463.2"",""employeeCount"":""13530""}]"
"Wolverine World Wide","934","0","[{""revenues"":""2414.9"",""revenuePercentChange"":""34.8""}]","[{""profits"":""68.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""2586.4"",""marketValue"":""1836.1"",""employeeCount"":""4400""}]"
"Gray Television","935","-68","[{""revenues"":""2413.0"",""revenuePercentChange"":""1.3""}]","[{""profits"":""90.0"",""profitPercentChange"":""-78.0""}]","[{""assets"":""11108.0"",""marketValue"":""2093.2"",""employeeCount"":""8801""}]"
"Affiliated Managers Group","936","15","[{""revenues"":""2412.4"",""revenuePercentChange"":""19.0""}]","[{""profits"":""565.7"",""profitPercentChange"":""179.8""}]","[{""assets"":""8876.4"",""marketValue"":""5606.8"",""employeeCount"":""4050""}]"
"Summit Materials","937","-50","[{""revenues"":""2409.7"",""revenuePercentChange"":""3.3""}]","[{""profits"":""152.2"",""profitPercentChange"":""10.3""}]","[{""assets"":""4239.1"",""marketValue"":""3687.8"",""employeeCount"":""5500""}]"
"SLM","938","-59","[{""revenues"":""2409.3"",""revenuePercentChange"":""2.4""}]","[{""profits"":""1160.5"",""profitPercentChange"":""31.8""}]","[{""assets"":""29221.9"",""marketValue"":""5129.7"",""employeeCount"":""1450""}]"
"Belden","939","25","[{""revenues"":""2408.1"",""revenuePercentChange"":""22.1""}]","[{""profits"":""63.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""3417.7"",""marketValue"":""2492.5"",""employeeCount"":""7400""}]"
"Allison Transmission Holdings","940","3","[{""revenues"":""2402.0"",""revenuePercentChange"":""15.4""}]","[{""profits"":""442.0"",""profitPercentChange"":""47.8""}]","[{""assets"":""4457.0"",""marketValue"":""3810.6"",""employeeCount"":""3400""}]"
"Element Solutions","941","0","[{""revenues"":""2399.8"",""revenuePercentChange"":""29.5""}]","[{""profits"":""203.3"",""profitPercentChange"":""168.6""}]","[{""assets"":""5138.4"",""marketValue"":""5434.8"",""employeeCount"":""5300""}]"
"Portland General Electric","942","-16","[{""revenues"":""2396.0"",""revenuePercentChange"":""11.7""}]","[{""profits"":""244.0"",""profitPercentChange"":""57.4""}]","[{""assets"":""9494.0"",""marketValue"":""4940.0"",""employeeCount"":""2839""}]"
"REV Group","943","-41","[{""revenues"":""2380.8"",""revenuePercentChange"":""4.5""}]","[{""profits"":""44.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""1238.3"",""marketValue"":""843.4"",""employeeCount"":""6800""}]"
"Acadia Healthcare","944","-235","[{""revenues"":""2376.9"",""revenuePercentChange"":""-25.9""}]","[{""profits"":""190.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""4768.1"",""marketValue"":""5891.3"",""employeeCount"":""19200""}]"
"Alexandria Real Estate Equities","945","-55","[{""revenues"":""2373.6"",""revenuePercentChange"":""2.9""}]","[{""profits"":""571.2"",""profitPercentChange"":""-25.9""}]","[{""assets"":""30219.4"",""marketValue"":""32188.6"",""employeeCount"":""559""}]"
"Nordson","946","-12","[{""revenues"":""2362.2"",""revenuePercentChange"":""11.4""}]","[{""profits"":""454.4"",""profitPercentChange"":""82.1""}]","[{""assets"":""3791.0"",""marketValue"":""13157.1"",""employeeCount"":""6813""}]"
"NewMarket","947","7","[{""revenues"":""2356.1"",""revenuePercentChange"":""17.2""}]","[{""profits"":""190.9"",""profitPercentChange"":""-29.4""}]","[{""assets"":""2558.4"",""marketValue"":""3346.7"",""employeeCount"":""2104""}]"
"Ohio National Mutual","948","-34","[{""revenues"":""2346.5"",""revenuePercentChange"":""7.5""}]","[{""profits"":""-85.2"",""profitPercentChange"":""-177495.8""}]","[{""assets"":""40795.0"",""marketValue"":""0.0"",""employeeCount"":""1082""}]"
"Stepan","949","43","[{""revenues"":""2346.0"",""revenuePercentChange"":""25.5""}]","[{""profits"":""137.8"",""profitPercentChange"":""8.7""}]","[{""assets"":""2065.6"",""marketValue"":""2215.6"",""employeeCount"":""2439""}]"
"Valhi","950","39","[{""revenues"":""2335.4"",""revenuePercentChange"":""24.3""}]","[{""profits"":""127.2"",""profitPercentChange"":""130.4""}]","[{""assets"":""3005.2"",""marketValue"":""828.8"",""employeeCount"":""2847""}]"
"Hilton Grand Vacations","951","0","[{""revenues"":""2335.0"",""revenuePercentChange"":""161.2""}]","[{""profits"":""176.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""8008.0"",""marketValue"":""6247.9"",""employeeCount"":""13000""}]"
"Cooper-Standard Holdings","952","-82","[{""revenues"":""2330.2"",""revenuePercentChange"":""-1.9""}]","[{""profits"":""-322.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""2226.5"",""marketValue"":""149.0"",""employeeCount"":""21300""}]"
"Etsy","953","0","[{""revenues"":""2329.1"",""revenuePercentChange"":""35.0""}]","[{""profits"":""493.5"",""profitPercentChange"":""41.3""}]","[{""assets"":""3831.8"",""marketValue"":""15787.7"",""employeeCount"":""2402""}]"
"Crocs","954","0","[{""revenues"":""2313.4"",""revenuePercentChange"":""66.9""}]","[{""profits"":""725.7"",""profitPercentChange"":""132.0""}]","[{""assets"":""1545.1"",""marketValue"":""4676.2"",""employeeCount"":""5770""}]"
"Olympic Steel","955","0","[{""revenues"":""2312.3"",""revenuePercentChange"":""87.4""}]","[{""profits"":""121.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""1023.6"",""marketValue"":""427.8"",""employeeCount"":""1642""}]"
"Signature Bank","956","0","[{""revenues"":""2311.3"",""revenuePercentChange"":""15.2""}]","[{""profits"":""918.4"",""profitPercentChange"":""73.8""}]","[{""assets"":""118445.4"",""marketValue"":""18416.9"",""employeeCount"":""1854""}]"
"SBA Communications","957","-15","[{""revenues"":""2308.8"",""revenuePercentChange"":""10.8""}]","[{""profits"":""237.6"",""profitPercentChange"":""885.8""}]","[{""assets"":""9801.7"",""marketValue"":""37168.7"",""employeeCount"":""1596""}]"
"Murphy Oil","958","7","[{""revenues"":""2300.1"",""revenuePercentChange"":""16.7""}]","[{""profits"":""-73.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""10304.9"",""marketValue"":""6275.3"",""employeeCount"":""696""}]"
